Composition,Bandgap,theory_data,expt_data,Density_composition_average,n_ws^third_composition_average,ThermalExpansionCoefficient_difference,MiracleRadius_composition_average,IonizationEnergy_composition_average,ShearModulus_composition_average,ShearModulus_max_value,FirstIonizationEnergy_composition_average,NdValence_composition_average,IsNonmetal_composition_average,BCCfermi_composition_average,MendeleevNumber_arithmetic_average,IonicRadii_difference,GSbandgap_difference,BulkModulus_composition_average,Electronegativity_difference,BCCenergy_pa_composition_average,AtomicVolume_composition_average,HeatCapacityMolar_difference,ElectronAffinity_composition_average,ML PBE bandgap,cost,pbe_values
Bi2Rh,0,0,1,1.758107072,0.929127605,-0.812098163,1.097757983,-1.090155908,1.334530305,1.875595224,-1.085551473,2.101631096,-1.317701517,1.58804427,0.836192518,-0.77328889,-0.362604448,1.522045263,-1.393279262,-0.555007901,-0.969811136,-0.71819081,0.255347818,0,1,0
Y3GaC,0,0,1,-0.033744173,0.892038858,-0.78695431,1.02877878,-1.120429742,-0.248528263,-0.578237585,-1.160940789,-0.19609013,-0.668685749,-0.112016054,-0.410878082,0.468153706,-0.362604448,-0.464160798,-0.178513133,-0.813169801,-0.970285248,1.510231789,-0.961175399,0,1,0.0887
Mg3Mn,0,0,1,-0.356638362,0.764288729,-0.816009429,1.126499317,-0.974643727,0.373120915,0.450789077,-0.968542777,-0.65677186,-1.317701517,0.119154677,-0.021883583,-1.5429833,-0.362604448,0.09253559,-1.415985171,0.287847,-0.971156115,-0.60200624,-3.930386309,0,1,0
Cr3Os,0,0,1,1.851873289,1.753321987,-0.821410702,0.501375295,-1.135210116,4.461444338,3.300401371,-1.159938812,0.708211046,-1.317701517,1.624877775,-0.502406199,-1.642298708,-0.362604448,1.054568521,-1.075396536,-3.175768786,-0.972525938,-0.614887296,-0.298682296,0,1,0
YAu,0,0,1,2.101023521,0.990942184,-0.816381931,1.356429992,-0.875338095,0.158437265,-0.558448611,-0.9084964,0.793522478,-1.317701517,-0.039979317,-1.463451432,-1.245037077,-0.362604448,1.234148001,-0.189866087,-0.479908205,-0.970374483,-0.645240674,0.226596828,0,1,0
K2MnF6,5.112993,0,1,-0.962846712,-1.206909501,2.490314126,-1.380383733,1.752040697,-0.496607147,0.450789077,1.753255055,-0.89374806,0.845684376,-2.307430287,-0.754108522,0.418496003,-0.362604448,-0.757949027,1.899077537,1.143897081,1.177579083,-0.151424369,1.9552196,0,1,3.3822
AgBr,2.02991683,0,1,0.668162932,-0.472002844,-0.786581809,-1.201548763,0.011484293,-0.270930035,-0.499081688,0.01565602,2.329128248,0.304837903,-0.783094931,1.351038178,0.344009447,-0.362604448,-0.126380347,-0.519101767,1.101373282,-0.969538892,5.63306229,1.892787484,0,1,0.7946
Ag2H3IO6,2.224664,0,1,-0.641536231,-0.633407577,0.468934589,-1.661410113,1.25306805,-0.644292904,-0.499081688,1.255256501,-0.230214702,1.38653085,-0.613922582,1.694268618,0.939901893,4.701427213,-0.701747301,0.025840048,0.858633667,1.444069903,2.921663878,0.562505043,0,1,0.7214
NiSO4,3.911524,0,1,-0.739800681,-1.272158222,0.606015151,-0.947666977,1.129071739,-0.358048038,0.411211128,1.131818868,-0.628334717,1.38653085,-0.239198246,1.25951006,1.088875005,1.057362153,-0.462735564,0.048545957,0.45454121,1.174436255,0.064620265,0.733278114,0,1,3.266
NaAlSi,0,0,1,-0.687052649,0.675001004,-0.694387681,0.858246863,-1.522546648,-0.46632327,-0.578237585,-1.515314189,-1.083329019,-1.317701517,0.761328374,-0.639698376,0.219865187,-0.362604448,0.041512214,-0.587219494,0.333580364,-0.970310435,0.263830252,-0.275251948,0,1,0
ScN,1.510913107,0,1,-0.82980511,1.135176201,-0.393406447,0.091811281,0.406275839,-0.289598178,-0.518870662,0.4149764,-0.912706155,0.304837903,0.308537311,-0.948605772,0.716442226,-0.362604448,-0.510338379,0.218840274,-0.67178321,0.638519006,-0.327422949,-1.323027843,0,1,0.9472
Mn2OF3,0.024874,0,1,-0.548376551,-0.767339164,2.490314126,-1.699731892,1.77718786,0.139769122,0.450789077,1.778207357,-0.514586141,0.845684376,-1.150916878,1.167981943,0.145378631,-0.362604448,-0.313656091,1.07031186,0.054783828,1.174856563,-0.151424369,1.341686162,0,1,0.43115
Ta2B,0,0,1,2.110611645,1.567878251,-0.818803191,0.35048329,-0.772507538,0.886494861,0.272688308,-0.872141691,-0.400837566,-1.317701517,1.094789911,-0.021883583,-0.649144631,-0.362604448,3.106905438,-1.075396536,-3.091185065,-0.972196992,1.03325013,-0.686747443,0,1,0
Sc2RuAu,0,0,1,1.402782463,1.186688349,-0.807255644,1.047460648,-1.056567834,1.57721617,2.330741632,-1.04624011,0.537588183,-1.317701517,0.567607007,-1.097338963,-1.096063966,-0.362604448,1.370970462,-0.34880745,-1.16759211,-0.971214432,-0.600858424,-0.053615495,0,1,0
ScGaRh2,0,0,1,1.13128344,1.269107788,-0.800364365,0.752861971,-1.31583211,2.239935264,1.875595224,-1.307342551,1.220079636,-1.317701517,0.505697836,-0.84563664,-1.344352485,-0.362604448,2.495480065,-0.643984266,-1.013836497,-0.971581083,-0.653147857,-0.353231076,0,1,0
LaAgPb,0,0,1,1.378906153,0.661264431,-0.777828023,1.567199777,-1.320288911,-0.213681061,-0.499081688,-1.313458498,1.305391068,-1.317701517,0.938710061,-0.502406199,-1.567812152,-0.362604448,-0.005805553,-0.292042677,0.099010896,-0.969796389,-0.479699981,-0.009707999,0,1,0
YbN,0,0,1,-0.324313552,0.774591159,-0.421530312,0.494189962,0.338208331,-0.646159719,-0.896840071,0.343021656,-1.083329019,0.304837903,-0.298785993,0.012439461,0.120549779,-0.362604448,-0.732674878,0.332369819,0.609492401,0.640142007,-0.483015896,-1.089456557,0,1,0
Li2FeO2F,3.07968,0,1,-0.830284469,-0.592197858,2.508752952,-0.602770965,0.412920524,-0.268440949,0.529944974,0.419500389,-0.742083292,0.304837903,-1.306588134,-0.090529671,0.443324855,-0.362604448,-0.450478552,1.717430265,0.501469261,0.638182326,0.034777027,0.435468622,0,1,2.0404
ZnFe3C,0,0,1,0.611592999,1.58848311,-0.76739798,0.132049149,-0.383842068,1.327063047,0.529944974,-0.36956757,0.82764705,-0.668685749,0.788407099,0.458639033,-0.227054148,-0.362604448,1.09903582,-0.666690175,-1.250477734,-0.972646046,1.364841657,-0.835237276,0,1,0
VS2,0.59248462,0,1,-0.308039732,-0.746734304,-0.707052733,-0.013573611,-0.243266458,-0.246039177,-0.162669126,-0.237021031,-0.742083292,0.845684376,1.22798073,0.458639033,-1.046406262,-0.362604448,0.002175757,-0.609925403,-0.599325496,-0.970765129,-0.507757726,0.796393615,0,1,0
LuHO2,5.794831,0,1,-0.556864633,-0.461700414,-0.821783203,-1.09376876,0.889068948,-0.578954402,-0.558448611,0.891337147,-0.998017587,1.116107613,-0.758063592,0.893397591,-0.276711852,4.701427213,-0.792534705,0.775135044,0.556271692,1.444239767,-0.465926179,0.078399874,0,1,4.8591
PtC,0,0,1,2.041520749,1.784229276,-0.807255644,-0.166860728,0.219333291,0.307782413,0.114376514,0.209765021,0.452276751,0.304837903,1.634690594,0.664577297,-0.500171519,-0.362604448,1.251250808,-1.381926307,-0.826373679,-0.972607884,1.424783203,0.99438006,0,1,0
Li3Co3NiO8,0.025206,0,1,-0.551043563,-0.507717933,0.606760154,-0.45619016,0.351870452,-0.050397033,0.411211128,0.3583317,-0.423587281,0.413007198,-0.679014918,-0.58821381,0.195036335,-0.362604448,-0.139207453,1.104370723,0.238418704,0.744981988,-0.204479013,0.18622829,0,1,0
ZrVF6,3.363252,0,1,-0.805617233,-1.087573022,2.520114248,-2.221866132,2.389228201,-0.45761147,-0.162669126,2.377824561,-0.87005044,1.116107613,-2.132698857,0.046762505,0.294351743,-0.362604448,-0.655712244,1.320076858,0.590739029,1.443867637,0.030950971,2.381163809,0,1,2.416
CuI,1.5789305,0,1,0.70341339,-0.358676116,-0.690476415,-1.460220772,-0.273183748,0.065096548,-0.142880151,-0.268199156,2.329128248,0.304837903,-0.125328425,1.351038178,1.982713675,-0.362604448,0.265273948,-0.825631538,0.835078371,-0.969982083,3.037720913,1.624070675,0,1,0.53015
PH4I,4.882957,0,1,-0.932989938,0.753986299,-0.747282898,-2.782322151,1.352900394,-0.830974339,-1.092750916,1.354998993,-0.514586141,1.927377323,-0.061066427,2.060381088,3.373129383,4.016593185,-0.944464646,-1.154867218,0.817774311,1.178369748,3.116282598,0.202141402,0,1,3.9619
Sr5(AuO4)2,2.978859,0,1,-0.277744417,-0.864868832,0.604525145,0.289168444,0.33793282,-0.620646589,-0.558448611,0.341703044,-0.628334717,0.413007198,-0.792426031,-0.456642141,-0.301540704,-0.362604448,-0.496086039,1.138429587,0.863631679,0.747315192,-0.282020417,-0.687450353,0,1,1.4284
Hf(FeGe)6,0,0,1,0.755518989,1.342809785,-0.810421907,0.248783184,-0.882537542,0.668221184,0.529944974,-0.863195937,1.489138767,-1.317701517,0.308459125,-0.044765612,-0.922262002,-0.362604448,0.488860268,-0.88239631,-1.453939287,-0.971652157,-0.467201531,-0.431041236,0,1,0
ScCdHg2,0,0,1,1.477724935,0.697322935,-0.749145405,1.205537986,-0.266984743,-0.382938896,-0.518870662,-0.259415822,1.561325363,-1.317701517,-0.454864065,-0.662580405,-0.996748558,-0.362604448,-0.360688812,-0.961866992,1.129306469,-0.970552452,-0.472940615,-1.33803791,0,1,0
CsBiF6,4.517306,0,1,-0.839528173,-1.43270442,2.50577294,-1.740448782,2.248838966,-0.774969909,-0.855283225,2.249013735,-0.65677186,1.116107613,-2.234574615,0.069644534,0.095720927,-0.362604448,-0.928074456,1.9331364,1.452616851,1.446376799,0.066150687,2.482738031,0,1,2.7486
Si2W,0.391421,0,1,0.996697194,1.430512521,-0.818244439,0.13013306,-0.739770308,1.172739728,2.09327394,-0.751919775,-0.628334717,-1.317701517,2.04233194,0.287023813,-0.822946594,0.135867024,1.909708903,-1.166220172,-2.018792034,-0.971474886,-0.241209152,0.192866889,0,1,0.1625
BaMnO3,2.628073,0,1,-0.631350139,-0.875858091,0.592605096,-0.12662286,0.482851785,-0.211938701,0.450789077,0.486231941,-0.742083292,0.629345787,-0.479451028,-0.754108522,0.195036335,-0.362604448,-0.554463623,1.206547314,0.134362473,0.961206802,-0.397057169,-0.316840816,0,1,0.69822
TeP6H30(NO4)6,5.26726256,0,1,-1.178382296,0.119694914,0.18397092,-2.104112456,1.721999721,-0.822058211,-0.776127328,1.723430757,-1.032396821,1.87894331,-0.270836185,1.817831577,2.156515638,4.701427213,-0.964328579,-0.167160178,0.663908916,1.913258795,-0.078729303,-0.06038997,0,1,3.6426
KReO3,0,0,1,-0.016807767,-0.842890315,0.619425206,-0.057643657,0.442497477,0.507904911,2.429686503,0.442075221,-0.742083292,0.629345787,-0.52454644,-0.84563664,0.76609993,-0.362604448,0.27844311,1.286017995,-0.127565209,0.961670426,-0.261614784,0.018096015,0,1,0
Li2MnWO6,2.306901,0,1,-0.466942007,-0.764591849,0.622591469,-0.526127407,0.52505364,0.0927254,2.09327394,0.52322988,-0.776207865,0.629345787,-0.617008109,-0.862798162,0.319180595,-0.362604448,-0.224721491,1.104370723,-0.082012151,0.959764856,-0.135610004,0.09846211,0,1,1.1271
ZrHg,0,0,1,1.575509703,0.857010597,-0.741136622,1.183981986,-0.484193023,-0.214925604,-0.439714765,-0.527201581,0.964145341,-1.317701517,-0.447144195,-0.193498803,-1.220208225,-0.362604448,-0.783983301,-0.927808128,-0.235437904,-0.970554941,-0.452534983,-1.03820267,0,1,0
Be2Cu,0,0,1,-0.064952578,1.430512521,-0.812098163,0.082230836,-0.413370401,3.051999505,1.519393687,-0.407845942,0.054156737,-1.317701517,1.007284704,0.355669901,-0.971919706,-0.362604448,1.282605956,-1.31380858,0.125371701,-0.973084581,0.232839197,-3.169876248,0,1,0
CdSbAu,0,0,1,2.005988288,0.922259319,-0.784905552,1.088177538,-0.336713422,-0.009576026,-0.558448611,-0.33667709,2.329128248,-1.317701517,0.658168251,0.91627962,-1.195379373,-0.362604448,0.735316111,-0.723454948,0.695251961,-0.970733905,-0.686307009,0.175977513,0,1,0
CrTe4Au,0.099463,0,1,1.164959377,-0.739866018,-0.795894347,0.719330414,-0.469039899,0.450904847,1.182981124,-0.463499871,2.044756809,-1.317701517,1.371531422,0.550167151,-0.798117742,-0.063392594,0.826531085,-0.689396084,-0.066984048,-0.969941635,-0.483526037,1.15190034,0,1,0
K3Ag3As2,1.836554,0,1,0.35274184,0.421732939,-0.697740195,1.586360666,-1.289212852,-0.392739671,-0.499081688,-1.285644806,1.049456773,-1.317701517,-0.741842162,-0.662580405,0.64195567,-0.362604448,-0.242465654,-0.144454269,0.760601844,-0.967723458,-0.154485214,-0.166557097,0,1,1.2928
LaCuSeO,2.768562,0,1,0.15113947,-0.508061348,0.621287713,0.285815288,-0.235868168,-0.217725826,-0.142880151,-0.2309212,0.708211046,0.304837903,0.236658916,0.201216203,0.567469114,0.152633206,-0.24396215,0.96813527,0.235036125,-0.165871502,-0.157290988,0.442156034,0,1,1.5381
Zn2SiO4,3.538434,0,1,-0.581487292,-0.654503028,0.626130233,-0.618510267,0.919039489,-0.372271385,-0.241825023,0.921879072,-0.108341228,0.536629249,-0.193043788,1.213746002,1.163361561,0.135867024,-0.41138642,0.343722773,0.787002874,0.867721287,0.410240664,0.055910924,0,1,2.51735
ZnSe,2.15766965,0,1,0.435368912,-0.513212563,-0.79421809,0.436707293,-0.045886892,0.040827961,-0.241825023,-0.041340481,2.329128248,0.304837903,0.027853096,1.28239209,-1.071235114,-0.362604448,-0.328193478,-0.666690175,1.008987467,-0.971028332,-0.783616369,0.023192116,0,1,1.6143
HfGePd,0,0,1,1.630829421,1.210727352,-0.810421907,0.695379302,-0.956451875,0.089987406,-0.222036048,-0.924549037,1.419139643,-1.317701517,0.029326996,0.115408593,-0.922262002,-0.115625698,0.655503009,-0.666690175,-1.361748173,-0.971259034,-0.43531773,-0.525663797,0,1,0
Ca3CdO4,3.787636,0,1,-0.78183939,-0.850617138,0.589438833,0.379224625,0.260113021,-0.638692461,-0.716760405,0.264147242,-0.65677186,0.304837903,-0.743399682,-0.387996053,-0.549829223,-0.362604448,-0.798948258,1.081664814,1.000150324,0.639583666,-0.347190905,-1.227842053,0,1,2.5352
TaCo3,0,0,1,1.805342685,1.670902549,-0.809304402,0.465448627,-0.847624895,1.913242753,0.391422154,-0.872564683,0.964145341,-1.317701517,0.589694284,-0.502406199,-1.642298708,-0.362604448,2.166251017,-1.257043808,-2.351222302,-0.9724925,-0.716915458,-0.415834039,0,1,0
AlAuO2,1.521304,0,1,0.30034965,-0.348373686,0.604525145,-0.310567399,0.441403535,-0.336268537,-0.558448611,0.444970381,-0.230214702,0.304837903,0.128696941,1.030689767,0.468153706,-0.362604448,0.267839369,0.389134591,0.513524178,0.637778976,-0.12668254,0.609024047,0,1,0.5989
Li5VF8,3.485109,0,1,-1.073641366,-0.910591997,2.515085478,-1.435585343,1.262294207,-0.64962666,-0.162669126,1.265132642,-1.010204934,0.536629249,-2.371188082,-0.937164757,0.294351743,-0.362604448,-0.735118137,1.717430265,1.145717708,0.868909653,0.034777027,1.705449296,0,1,2.5609
IBr,2.383048,0,1,-0.11439722,-1.873133292,-0.659745039,-3.270924835,0.685838818,-0.830974339,-1.092750916,0.688782776,2.329128248,1.927377323,-0.680062045,2.415052543,-1.071235114,-0.10788746,-0.91567492,-1.347867444,1.555231984,-0.967322085,1.924338592,3.134595952,0,1,1.4375
SrH2I2O,4.81605,0,1,-0.662818721,-0.554422282,0.468934589,-1.948823456,0.733891237,-0.793015781,-0.972038173,0.736945059,0.054156737,1.38653085,-0.624802381,0.716061863,0.666784522,4.701427213,-0.953871191,1.138429587,1.159429574,0.641881551,2.738013186,0.326859194,0,1,4.2031
Cu3Ge,0,0,1,1.01100888,1.104268911,-0.801668121,0.264259287,-0.892233422,0.513131992,-0.142880151,-0.885913525,2.329128248,-1.317701517,-0.15195756,0.767546429,-1.170550521,-0.362604448,0.798026406,-1.563573579,0.043333877,-0.972184175,-0.631721943,0.334303211,0,1,0
Rb2Se,2.58125483,0,1,-0.50986035,-1.048938911,-0.736107852,2.534824699,-1.705518592,-0.784926252,-1.019531711,-1.697915457,0.054156737,-0.23600857,-1.297150433,-0.948605772,1.088875005,-0.362604448,-0.92194595,0.275605047,1.238145888,-0.962428585,-0.060491769,0.005131222,0,1,1.8177
TlSn,0,0,1,1.450723085,0.558240133,-0.807069393,1.428283327,-1.381468635,-0.442676955,-0.736549379,-1.374579955,2.329128248,-1.317701517,1.696289003,1.213746002,0.51781141,-0.362604448,-0.134076611,-1.302455626,0.439785944,-0.969885132,-0.701611234,-0.298682296,0,1,0
NbCu3Se4,2.193833,0,1,0.674014508,-0.31489079,-0.751566665,0.296593288,-0.486745554,0.08749832,-0.142880151,-0.488456224,2.073193953,0.304837903,0.166900434,0.435757004,-1.096063966,-0.362604448,0.334540319,-0.609925403,-0.107198433,-0.971187136,-0.669344827,0.84856275,0,1,1.5207
YMnGe,0,0,1,0.372059091,1.004678757,-0.791983081,0.800764195,-1.140558277,0.463350276,0.450789077,-1.160339953,0.73664819,-1.317701517,0.167706407,-0.868518669,-0.450513815,-0.362604448,-0.07991772,-0.791572674,-1.424396214,-0.970781945,-0.365173369,-0.818543153,0,1,0
LuAgPb,0,0,1,1.726240659,0.70247415,-0.783415546,1.452234439,-1.343140145,-0.051890485,-0.499081688,-1.337033687,1.305391068,-1.317701517,0.188968734,0.138290622,-1.145721669,-0.362604448,0.108213164,-0.485042903,0.173625765,-0.970258909,-0.511583782,-0.009707999,0,1,0
Rb3Tc,0,0,1,-0.116089242,-0.013544719,-0.667195069,2.965944714,-2.213837017,-0.830974339,-1.092750916,-2.204898781,-0.65677186,-1.317701517,-1.110944683,-2.184235357,0.939901893,-0.362604448,-0.965700633,-0.462336995,0.346925845,-0.962049361,-0.78705982,-0.633040691,0,1,0
Li2NiBiO4,0,0,1,-0.554191936,-0.618812468,0.606015151,-0.224343396,0.164636186,-0.381072081,0.411211128,0.169058134,-0.315526134,0.304837903,-0.662184505,-0.107691193,0.095720927,-0.362604448,-0.499649124,1.104370723,0.55462722,0.638264868,-0.210855773,0.252296992,0,1,0
Mg2VO4,0.013207,0,1,-0.86445782,-0.70159985,0.615327689,-0.355732353,0.589953925,-0.398940161,-0.162669126,0.594004173,-0.93708085,0.536629249,-0.401336381,0.458639033,0.468153706,-0.362604448,-0.386953838,0.729723226,0.417358003,0.867965438,-0.21200359,-1.081297775,0,1,0.0081
CsAu3Se2,3.237033,0,1,2.011769363,-0.066773939,-0.661980048,1.179191763,-0.543508994,-0.280886378,-0.558448611,-0.538043687,1.76038537,-0.23600857,0.116358455,-0.47952417,1.41165008,-0.362604448,0.935418961,0.30966391,0.642777305,-0.968270774,0.086173714,1.289285164,0,1,2.2403
Be4TeO7,2.852936,0,1,-0.930280734,-0.726129445,0.609926417,-0.789589638,0.999557099,0.861604003,1.519393687,1.002374236,-0.79895758,0.57526114,0.210933239,1.442566295,0.691613374,-0.063392594,-0.164006524,0.434546409,0.540257806,0.905788875,0.862608029,-1.138452833,0,1,1.4809
Ni3Mo,0,0,1,1.357943881,1.743019557,-0.805765637,0.443892627,-1.017793665,1.483875453,0.411211128,-1.010790698,1.390702499,-1.317701517,0.597517271,-0.330790979,-1.418839041,-0.362604448,2.294522075,-1.404632216,-1.584821077,-0.972609893,-0.530714062,0.166263681,0,1,0
KIO4,4.194434,0,1,-0.978187774,-1.649913981,0.478247127,-0.942876754,0.878615724,-0.82288481,-1.06702525,0.881466191,-0.514586141,1.38653085,-0.895891309,0.115408593,0.319180595,0.32222958,-0.966983343,1.286017995,1.025734209,1.176758466,2.407952081,0.811965034,0,1,2.4329
Tc3Ni,0,0,1,1.809431738,1.825438995,-0.811725662,0.566043298,-1.081363855,-0.121584887,0.411211128,-1.073072418,0.878833909,-1.317701517,1.568709789,-0.227821847,-1.344352485,-0.362604448,-0.228142053,-1.677103124,-2.749224502,-0.972390251,-0.78705982,-0.229123449,0,1,0
SrPd5,0,0,1,1.698181295,1.282844361,-0.801854371,1.145660207,-0.82979769,0.575981408,-0.222036048,-0.826484272,1.76038537,-1.317701517,-0.045049125,-1.738035784,-0.12773874,-0.362604448,1.56765275,-0.269336768,-0.349068736,-0.970982938,-0.683756305,-1.082134573,0,1,0
HRh,0,0,1,0.504613487,1.485458813,-0.821783203,-1.373996769,0.403115562,1.969247183,1.875595224,0.406021683,0.281653888,0.304837903,0.276208397,1.042130782,0.492982558,4.701427213,2.251765056,-1.597632442,-0.349466375,0.639755442,-0.295284078,0.00737663,0,1,0
Y(TiGa2)2,0,0,1,0.243827999,0.920296951,-0.801109368,0.830874164,-1.58667828,-0.222926237,-0.222036048,-1.589420039,1.11039351,-1.317701517,-0.530874699,-1.18886708,-0.649144631,-0.362604448,-0.360077998,-1.018631764,-0.49856554,-0.971070984,-0.599583072,-1.077950582,0,1,0
CrNiO4,2.817583,0,1,-0.496337523,-0.678051439,0.621846466,-0.818330972,0.848066378,0.357564129,1.182981124,0.851371824,-0.343963278,0.845684376,-0.222710667,0.367110916,0.269522891,-0.362604448,-0.028609297,0.332369819,-0.135726017,1.174000875,-0.018277617,0.4003231,0,1,1.9393
CaHN,3.44999776,0,1,-1.105044027,0.915391032,-0.821783203,-0.655463411,0.818165294,-0.738878165,-0.946312507,0.821161117,-1.083329019,0.845684376,-0.268454659,0.000998446,0.095720927,0.55050759,-0.900852487,0.627546635,0.639775393,1.177326918,-0.379584847,-1.844597163,0,1,2.4395
Sn4(PO4)3,0.03269736,0,1,-0.735456133,-0.798427197,0.589997585,-0.708407974,0.999934541,-0.689489462,-0.736549379,1.002620585,-0.364916963,1.24420283,0.342610565,1.579858471,1.386821228,0.685281895,-0.759229238,-0.008218815,0.418528312,1.062036778,-0.078729303,0.439527827,0,1,0
W3O,0,0,1,2.820656601,0.92397639,0.622591469,0.098996615,-0.13182212,3.677382312,2.09327394,-0.168125568,-0.059591839,-0.506431807,0.748109874,0.595931209,0.319180595,-0.362604448,2.978634381,-0.462336995,-3.514753664,-0.167127644,-0.135610004,-0.22875735,0,1,0
Cs2NaInF6,7.210315,0,1,-0.911165393,-1.236443133,2.470944047,-0.790547683,1.244964775,-0.818653365,-1.027447301,1.2471676,-0.742083292,0.629345787,-2.146932873,-1.137382514,0.666784522,-0.362604448,-0.98152073,1.9331364,1.537769203,0.96471681,-0.08944226,1.730503033,0,1,5.3089
Tl3Ru,0,0,1,2.127531865,0.800347233,-0.778014274,1.399541993,-1.523559558,0.862226275,2.330741632,-1.517298429,2.073193953,-1.317701517,1.493736903,0.389992945,0.741271078,-0.362604448,0.49445157,-1.029984718,0.026639197,-0.970393115,-0.498830261,-0.672103475,0,1,0
Tl3Cr,0,0,1,1.758812081,0.748835084,-0.775220512,1.370800659,-1.594301146,0.320850114,1.182981124,-1.586833454,1.902571089,-1.317701517,1.402131652,0.149731637,0.741271078,-0.362604448,0.237909455,-1.64304426,-0.100529604,-0.970457017,-0.408280267,-0.840509105,0,1,0
Hg3As,0,0,1,2.01536491,0.784893588,-0.759202947,0.83190064,0.286428405,-0.830974339,-1.092750916,0.287366946,2.329128248,-1.317701517,-0.296657626,1.179422958,-0.574658075,-0.362604448,-0.583025311,-1.484102898,1.474864453,-0.970563441,-0.360709637,-1.122405485,0,1,0
Zr2SN2,1.6839735,0,1,-0.405735087,0.648901515,-0.385397664,-0.03465059,0.446075883,-0.338135351,-0.439714765,0.410952665,-0.810332437,0.629345787,0.491429885,0.756105415,1.858569415,2.368348574,-0.971430073,0.252899138,-0.941789523,0.316695238,0.032226323,-0.565436814,0,1,0.75095
PbCN2,2.285007,0,1,-0.291883131,1.330922366,-0.376643878,-0.43271807,1.062519544,-0.778703537,-0.98193266,1.065145676,-0.230214702,1.116107613,1.253081647,1.351038178,2.18134449,0.889055485,-0.659987946,-0.88239631,-0.142117603,0.638048834,1.841058105,-0.605107322,0,1,1.9315
TaBeO3,0,0,1,-0.207329439,-0.513212563,0.619238955,-0.689953012,0.910801931,0.669944397,1.519393687,0.882057811,-0.878581583,0.629345787,-0.07171315,0.481521063,0.691613374,-0.362604448,0.131016908,0.514017091,-0.379036572,0.95943784,0.862608029,-0.691726392,0,1,0
TiMn3O8,1.987706,0,1,-0.618045602,-0.782792808,0.614955187,-0.756058081,0.860707487,0.033982975,0.450789077,0.86376347,-0.599897573,0.845684376,-0.240047281,0.023880476,0.294351743,-0.362604448,-0.327908431,0.468605273,-0.334748054,1.174119384,-0.236362814,-0.002386015,0,1,1.57195
Ca5Ge3,0,0,1,-0.414766366,0.357342753,-0.790865576,1.568397332,-1.354910152,-0.658294012,-0.946312507,-1.347910717,0.196342456,-1.317701517,-0.585592503,-1.18886708,-0.500171519,-0.362604448,-0.816051066,-0.541807676,0.58412289,-0.968580209,-0.441822026,-2.173110174,0,1,0
Rb2MnF5,2.539501,0,1,-0.879244722,-1.149387601,2.490314126,-1.043471425,1.49730075,-0.466945541,0.450789077,1.498986913,-0.87005044,0.710472758,-2.211025084,-0.731226493,0.666784522,-0.362604448,-0.730537027,1.899077537,1.097316905,1.044380767,-0.151424369,1.769375445,0,1,1.3174
NaLi5Sn4,0,0,1,-0.323559333,0.327465707,-0.730520329,1.21272332,-1.653398329,-0.471425896,-0.736549379,-1.645570654,0.281653888,-1.317701517,-0.392289227,-2.24144043,-0.89743315,-0.362604448,-0.496143049,-0.519101767,0.689105806,-0.970283944,-0.357266186,-0.180505476,0,1,0
ScGaIr2,0,0,1,2.556811934,1.341224796,-0.797011852,0.810344639,-0.926874922,3.360023873,3.062933679,-0.954248523,1.049456773,-1.317701517,1.036954804,-0.82275461,-1.344352485,-0.362604448,1.982395835,-0.734807902,-1.372563531,-0.971544426,-0.668452081,-0.13357156,0,1,0
Lu(HO)3,5.306454,0,1,-0.854231533,-0.18353481,-0.821783203,-1.764057735,1.298897856,-0.686962947,-0.558448611,1.300703232,-1.034579629,1.463794632,-0.740516912,0.893397591,-0.276711852,4.701427213,-0.880492002,0.775135044,0.70013239,1.789712261,-0.465926179,0.042731353,0,1,3.6187
LiFe2(PO4)2,1.936024,0,1,-0.818312365,-0.633671742,0.608995163,-0.799170083,0.91369667,-0.347900226,0.529944974,0.918999954,-0.768332963,1.178512975,-0.118620685,-0.262144891,1.386821228,0.685281895,-0.507049378,1.104370723,0.124713013,1.00945523,-0.078729303,0.150211639,0,1,1.45095
KNa(BH4)2,7.629464,0,1,-1.092369006,1.040737261,-0.669057577,-1.867389675,0.735268793,-0.816662096,-1.027447301,0.738455629,-1.083329019,0.845684376,-0.347293029,-1.240351646,1.585452044,3.718671037,-0.072221456,-0.12174836,0.780971974,1.178198407,1.57399939,-0.504356824,0,1,6.4021
RbFe2Se3,0,0,1,0.240786388,-0.451397984,-0.674272598,0.79118375,-0.692204085,0.258622969,0.529944974,-0.681344205,1.305391068,0.304837903,0.125212192,-0.754108522,1.088875005,-0.362604448,0.049493525,0.275605047,-0.267557685,-0.968989766,-0.026950011,0.254786466,0,1,0
Ca3AsN,1.500393,0,1,-0.665531013,0.525272358,-0.403463988,1.270205989,-0.5316458,-0.665201225,-0.946312507,-0.528729973,-0.400837566,-0.668685749,-0.194944801,-0.182057789,1.138532709,-0.362604448,-0.748067405,0.627546635,0.583108996,-0.325063767,-0.21519197,-2.569961701,0,1,0.68915
LiAlVO4,2.639648,0,1,-0.874166803,-0.692769196,0.615327689,-0.466591786,0.327546737,-0.419208432,-0.162669126,0.332115745,-0.93708085,0.536629249,-0.413475115,-0.58821381,0.468153706,-0.362604448,-0.394283613,1.104370723,0.223728991,0.867759801,-0.12668254,0.100261226,0,1,1.7166
